,documents,assigned_topic,timestamp
140,"With the development of convolutional neural network, significant progress
has been made in computer vision tasks. However, the commonly used loss
function softmax loss and highly efficient network architecture for common
visual tasks are not as effective for face recognition. In this paper, we
propose a novel loss function named Li-ArcFace based on ArcFace. Li-ArcFace
takes the value of the angle through linear function as the target logit rather
than through cosine function, which has better convergence and performance on
low dimensional embedding feature learning for face recognition. In terms of
network architecture, we improved the the perfomance of MobileFaceNet by
increasing the network depth, width and adding attention module. Besides, we
found some useful training tricks for face recognition. With all the above
results, we won the second place in the deepglint-light challenge of LFR2019.",8,2019-07-29 08:04:37
141,"In this paper, we propose a novel attribute-guided cross-resolution
(low-resolution to high-resolution) face recognition framework that leverages a
coupled generative adversarial network (GAN) structure with adversarial
training to find the hidden relationship between the low-resolution and
high-resolution images in a latent common embedding subspace. The coupled GAN
framework consists of two sub-networks, one dedicated to the low-resolution
domain and the other dedicated to the high-resolution domain. Each sub-network
aims to find a projection that maximizes the pair-wise correlation between the
two feature domains in a common embedding subspace. In addition to projecting
the images into a common subspace, the coupled network also predicts facial
attributes to improve the cross-resolution face recognition. Specifically, our
proposed coupled framework exploits facial attributes to further maximize the
pair-wise correlation by implicitly matching facial attributes of the low and
high-resolution images during the training, which leads to a more
discriminative embedding subspace resulting in performance enhancement for
cross-resolution face recognition. The efficacy of our approach compared with
the state-of-the-art is demonstrated using the LFWA, Celeb-A, SCFace and UCCS
datasets.",8,2019-08-05 18:10:55
142,"Face recognition is a biometric which is attracting significant research,
commercial and government interest, as it provides a discreet, non-intrusive
way of detecting, and recognizing individuals, without need for the subject's
knowledge or consent. This is due to reduced cost, and evolution in hardware
and algorithms which have improved their ability to handle unconstrained
conditions. Evidently affordable and efficient applications are required.
However, there is much debate over which methods are most appropriate,
particularly in the context of the growing importance of deep neural
network-based face recognition systems. This systematic review attempts to
provide clarity on both issues by organizing the plethora of research and data
in this field to clarify current research trends, state-of-the-art methods, and
provides an outline of their benefits and shortcomings. Overall, this research
covered 1,330 relevant studies, showing an increase of over 200% in research
interest in the field of face recognition over the past 6 years. Our results
also demonstrated that deep learning methods are the prime focus of modern
research due to improvements in hardware databases and increasing understanding
of neural networks. In contrast, traditional methods have lost favor amongst
researchers due to their inherent limitations in accuracy, and lack of
efficiency when handling large amounts of data.",8,2019-07-12 23:54:50
143,"Rather than the visual images, the face recognition of the caricatures is far
from the performance of the visual images. The challenge is the extreme
non-rigid distortions of the caricatures introduced by exaggerating the facial
features to strengthen the characters. In this paper, we propose dynamic
multi-task learning based on deep CNNs for cross-modal caricature-visual face
recognition. Instead of the conventional multi-task learning with fixed weights
of the tasks, the proposed dynamic multi-task learning dynamically updates the
weights of tasks according to the importance of the tasks, which enables the
training of the networks focus on the hard task instead of being stuck in the
overtraining of the easy task. The experimental results demonstrate the
effectiveness of the dynamic multi-task learning for caricature-visual face
recognition. The performance evaluated on the datasets CaVI and WebCaricature
show the superiority over the state-of-art methods. The implementation code is
available here.",8,2019-11-08 16:04:08
144,"We address the problem of bias in automated face recognition and demographic
attribute estimation algorithms, where errors are lower on certain cohorts
belonging to specific demographic groups. We present a novel de-biasing
adversarial network (DebFace) that learns to extract disentangled feature
representations for both unbiased face recognition and demographics estimation.
The proposed network consists of one identity classifier and three demographic
classifiers (for gender, age, and race) that are trained to distinguish
identity and demographic attributes, respectively. Adversarial learning is
adopted to minimize correlation among feature factors so as to abate bias
influence from other factors. We also design a new scheme to combine
demographics with identity features to strengthen robustness of face
representation in different demographic groups. The experimental results show
that our approach is able to reduce bias in face recognition as well as
demographics estimation while achieving state-of-the-art performance.",8,2019-11-19 03:44:34
145,"In this paper, we propose a framework for disentangling the appearance and
geometry representations in the face recognition task. To provide supervision
for this aim, we generate geometrically identical faces by incorporating
spatial transformations. We demonstrate that the proposed approach enhances the
performance of deep face recognition models by assisting the training process
in two ways. First, it enforces the early and intermediate convolutional layers
to learn more representative features that satisfy the properties of
disentangled embeddings. Second, it augments the training set by altering faces
geometrically. Through extensive experiments, we demonstrate that integrating
the proposed approach into state-of-the-art face recognition methods
effectively improves their performance on challenging datasets, such as LFW,
YTF, and MegaFace. Both theoretical and practical aspects of the method are
analyzed rigorously by concerning ablation studies and knowledge transfer
tasks. Furthermore, we show that the knowledge leaned by the proposed method
can favor other face-related tasks, such as attribute prediction.",8,2020-01-13 23:19:58
146,"Face recognition performance has seen a tremendous gain in recent years,
mostly due to the availability of large-scale face images dataset that can be
exploited by deep neural networks to learn powerful face representations.
However, recent research has shown differences in face recognition performance
across different ethnic groups mostly due to the racial imbalance in the
training datasets where Caucasian identities largely dominate other
ethnicities. This is actually symptomatic of the under-representation of
non-Caucasian ethnic groups in the celebdom from which face datasets are
usually gathered, rendering the acquisition of labeled data of the
under-represented groups challenging. In this paper, we propose an Asymmetric
Rejection Loss, which aims at making full use of unlabeled images of those
under-represented groups, to reduce the racial bias of face recognition models.
We view each unlabeled image as a unique class, however as we cannot guarantee
that two unlabeled samples are from a distinct class we exploit both labeled
and unlabeled data in an asymmetric manner in our loss formalism. Extensive
experiments show our method's strength in mitigating racial bias, outperforming
state-of-the-art semi-supervision methods. Performance on the under-represented
ethnicity groups increases while that on the well-represented group is nearly
unchanged.",8,2020-02-09 04:01:03
147,"In recent years, large ""in the wild"" face datasets have been released in an
attempt to facilitate progress in tasks such as face detection, face
recognition, and other tasks. Most of these datasets are acquired from webpages
with automatic procedures. As a consequence, noisy data are often found.
Furthermore, in these large face datasets, the annotation of identities is
important as they are used for training face recognition algorithms. But due to
the automatic way of gathering these datasets and due to their large size, many
identities folder contain mislabeled samples which deteriorates the quality of
the datasets. In this work, it is presented a semi-automatic method for
cleaning the noisy large face datasets with the use of face recognition. This
methodology is applied to clean the CelebA dataset and show its effectiveness.
Furthermore, the list with the mislabelled samples in the CelebA dataset is
made available.",8,2020-03-24 13:01:13
148,"Active illumination is a prominent complement to enhance 2D face recognition
and make it more robust, e.g., to spoofing attacks and low-light conditions. In
the present work we show that it is possible to adopt active illumination to
enhance state-of-the-art 2D face recognition approaches with 3D features, while
bypassing the complicated task of 3D reconstruction. The key idea is to project
over the test face a high spatial frequency pattern, which allows us to
simultaneously recover real 3D information plus a standard 2D facial image.
Therefore, state-of-the-art 2D face recognition solution can be transparently
applied, while from the high frequency component of the input image,
complementary 3D facial features are extracted. Experimental results on ND-2006
dataset show that the proposed ideas can significantly boost face recognition
performance and dramatically improve the robustness to spoofing attacks.",8,2020-04-03 20:17:14
149,"State-of-the-art deep networks implicitly encode gender information while
being trained for face recognition. Gender is often viewed as an important
attribute with respect to identifying faces. However, the implicit encoding of
gender information in face descriptors has two major issues: (a.) It makes the
descriptors susceptible to privacy leakage, i.e. a malicious agent can be
trained to predict the face gender from such descriptors. (b.) It appears to
contribute to gender bias in face recognition, i.e. we find a significant
difference in the recognition accuracy of DCNNs on male and female faces.
Therefore, we present a novel `Adversarial Gender De-biasing algorithm
(AGENDA)' to reduce the gender information present in face descriptors obtained
from previously trained face recognition networks. We show that AGENDA
significantly reduces gender predictability of face descriptors. Consequently,
we are also able to reduce gender bias in face verification while maintaining
reasonable recognition performance.",8,2020-06-14 08:54:03
150,"Side-view face recognition is a challenging problem with many applications. Especially in real-life scenarios where the environment is uncontrolled, coping with pose variations up to side-view positions is an important task for face recognition. In this paper we discuss the use of side view face recognition techniques to be used in house safety applications. Our aim is to recognize people as they pass through a door, and estimate their location in the house. Here, we compare available databases appropriate for this task, and review current methods for profile face recognition",11,2010-01-01 00:00:00
151,"Deep CNNs have been pushing the frontier of visual recognition over past
years. Besides recognition accuracy, strong demands in understanding deep CNNs
in the research community motivate developments of tools to dissect pre-trained
models to visualize how they make predictions. Recent works further push the
interpretability in the network learning stage to learn more meaningful
representations. In this work, focusing on a specific area of visual
recognition, we report our efforts towards interpretable face recognition. We
propose a spatial activation diversity loss to learn more structured face
representations. By leveraging the structure, we further design a feature
activation diversity loss to push the interpretable representations to be
discriminative and robust to occlusions. We demonstrate on three face
recognition benchmarks that our proposed method is able to improve face
recognition accuracy with easily interpretable face representations",11,2019-08-17 01:00:00
152,"Human recognition from video traces is an important task in forensic investigations and evidence evaluations. Compared with other biometric traits, face is one of the most popularly used modalities for human recognition due to the fact that its collection is non-intrusive and requires less cooperation from the subjects. Moreover, face images taken at a long distance can still provide reasonable resolution, while most biometric modalities, such as iris and fingerprint, do not have this merit. In this chapter, we discuss automatic face recognition technologies for evidential evaluations of video traces. We first introduce the general concepts in both forensic and automatic face recognition , then analyse the difficulties in face recognition from videos . We summarise and categorise the approaches for handling different uncontrollable factors in difficult recognition conditions. Finally we discuss some challenges and trends in face recognition research in both forensics and biometrics . Given its merits tested in many deployed systems and great potential in other emerging applications, considerable research and development efforts are expected to be devoted in face recognition in the near future",4,2017-01-01 00:00:00
153,"Recent research indicates face recognition ability varies within the normal population.  To date, two factors have been identified that influence this cognitive process: the age and gender of the perceiver.  In this paper, we examine the influence of socio-emotional functioning on face recognition ability.  We invited participants with high and low levels of empathy (as indicated by the Empathy Quotient) to take part in a face recognition test.  Participants were asked to study a set of faces, and at test viewed the studied faces intermixed with novel faces.  As predicted, high empaths achieved higher scores in the face recognition test compared to low empaths.  This pattern of findings provides further evidence that face recognition ability varies within the normal population, and suggests socio-emotional functioning may be an additional factor that influences face recognition ability",4,2010-01-01 00:00:00
154,"In a world where security issues have been gaining growing importance, face
recognition systems have attracted increasing attention in multiple application
areas, ranging from forensics and surveillance to commerce and entertainment.
To help understanding the landscape and abstraction levels relevant for face
recognition systems, face recognition taxonomies allow a deeper dissection and
comparison of the existing solutions. This paper proposes a new, more
encompassing and richer multi-level face recognition taxonomy, facilitating the
organization and categorization of available and emerging face recognition
solutions; this taxonomy may also guide researchers in the development of more
efficient face recognition solutions. The proposed multi-level taxonomy
considers levels related to the face structure, feature support and feature
extraction approach. Following the proposed taxonomy, a comprehensive survey of
representative face recognition solutions is presented. The paper concludes
with a discussion on current algorithmic and application related challenges
which may define future research directions for face recognition",8,2019-01-03 00:00:00
155,"Principle Component Analysis PCA is a classical feature extraction and data
representation technique widely used in pattern recognition. It is one of the
most successful techniques in face recognition. But it has drawback of high
computational especially for big size database. This paper conducts a study to
optimize the time complexity of PCA (eigenfaces) that does not affects the
recognition performance. The authors minimize the participated eigenvectors
which consequently decreases the computational time. A comparison is done to
compare the differences between the recognition time in the original algorithm
and in the enhanced algorithm. The performance of the original and the enhanced
proposed algorithm is tested on face94 face database. Experimental results show
that the recognition time is reduced by 35% by applying our proposed enhanced
algorithm. DET Curves are used to illustrate the experimental results",8,2012-06-07 00:00:00
156,"Beside a few papers which focus on the forensic aspects of automatic face recognition, there is not much published about it in contrast to the literature on developing new techniques and methodologies for biometric face recognition. In this report, we review forensic facial identification which is the forensic experts‟ way of manual facial comparison. Then we review famous works in the domain of forensic face recognition. Some of these papers describe general trends in forensics [1], guidelines for manual forensic facial comparison and training of face examiners who will be required to verify the outcome of automatic forensic face recognition system [2]. Some proposes theoretical framework for application of face recognition technology in forensics [3] and automatic forensic facial comparison [4, 5]. Bayesian framework is discussed in detail and it is elaborated how it can be adapted to forensic face recognition. Several issues related with court admissibility and reliability of system are also discussed. \ud
Until now, there is no operational system available which automatically compare image of a suspect with mugshot database and provide result usable in court. The fact that biometric face recognition can in most cases be used for forensic purpose is true but the issues related to integration of technology with legal system of court still remain to be solved. There is a great need for research which is multi-disciplinary in nature and which will integrate the face recognition technology with existing legal systems. In this report we present a review of the existing literature in this domain and discuss various aspects and requirements for forensic face recognition systems particularly focusing on Bayesian framework",4,2010-01-01 00:00:00
157,"Much research has been conducted on both face identification and face
verification, with greater focus on the latter. Research on face identification
has mostly focused on using closed-set protocols, which assume that all probe
images used in evaluation contain identities of subjects that are enrolled in
the gallery. Real systems, however, where only a fraction of probe sample
identities are enrolled in the gallery, cannot make this closed-set assumption.
Instead, they must assume an open set of probe samples and be able to
reject/ignore those that correspond to unknown identities. In this paper, we
address the widespread misconception that thresholding verification-like scores
is a good way to solve the open-set face identification problem, by formulating
an open-set face identification protocol and evaluating different strategies
for assessing similarity. Our open-set identification protocol is based on the
canonical labeled faces in the wild (LFW) dataset. Additionally to the known
identities, we introduce the concepts of known unknowns (known, but
uninteresting persons) and unknown unknowns (people never seen before) to the
biometric community. We compare three algorithms for assessing similarity in a
deep feature space under an open-set protocol: thresholded verification-like
scores, linear discriminant analysis (LDA) scores, and an extreme value machine
(EVM) probabilities. Our findings suggest that thresholding EVM probabilities,
which are open-set by design, outperforms thresholding verification-like
scores",8,2017-05-18 00:00:00
158,"To address the sequential changes of images including poses, in this paper we
propose a recurrent regression neural network(RRNN) framework to unify two
classic tasks of cross-pose face recognition on still images and video-based
face recognition. To imitate the changes of images, we explicitly construct the
potential dependencies of sequential images so as to regularize the final
learning model. By performing progressive transforms for sequentially adjacent
images, RRNN can adaptively memorize and forget the information that benefits
for the final classification. For face recognition of still images, given any
one image with any one pose, we recurrently predict the images with its
sequential poses to expect to capture some useful information of others poses.
For video-based face recognition, the recurrent regression takes one entire
sequence rather than one image as its input. We verify RRNN in static face
dataset MultiPIE and face video dataset YouTube Celebrities(YTC). The
comprehensive experimental results demonstrate the effectiveness of the
proposed RRNN method",11,2016-07-24 01:00:00
159,"The gap between sensing patterns of different face modalities remains a
challenging problem in heterogeneous face recognition (HFR). This paper
proposes an adversarial discriminative feature learning framework to close the
sensing gap via adversarial learning on both raw-pixel space and compact
feature space. This framework integrates cross-spectral face hallucination and
discriminative feature learning into an end-to-end adversarial network. In the
pixel space, we make use of generative adversarial networks to perform
cross-spectral face hallucination. An elaborate two-path model is introduced to
alleviate the lack of paired images, which gives consideration to both global
structures and local textures. In the feature space, an adversarial loss and a
high-order variance discrepancy loss are employed to measure the global and
local discrepancy between two heterogeneous distributions respectively. These
two losses enhance domain-invariant feature learning and modality independent
noise removing. Experimental results on three NIR-VIS databases show that our
proposed approach outperforms state-of-the-art HFR methods, without requiring
of complex network or large-scale training dataset",8,2017-09-11 01:00:00
160,"The objective of this work is set-based face recognition, i.e. to decide if
two sets of images of a face are of the same person or not. Conventionally, the
set-wise feature descriptor is computed as an average of the descriptors from
individual face images within the set. In this paper, we design a neural
network architecture that learns to aggregate based on both ""visual"" quality
(resolution, illumination), and ""content"" quality (relative importance for
discriminative classification). To this end, we propose a Multicolumn Network
(MN) that takes a set of images (the number in the set can vary) as input, and
learns to compute a fix-sized feature descriptor for the entire set. To
encourage high-quality representations, each individual input image is first
weighted by its ""visual"" quality, determined by a self-quality assessment
module, and followed by a dynamic recalibration based on ""content"" qualities
relative to the other images within the set. Both of these qualities are learnt
implicitly during training for set-wise classification. Comparing with the
previous state-of-the-art architectures trained with the same dataset
(VGGFace2), our Multicolumn Networks show an improvement of between 2-6% on the
IARPA IJB face recognition benchmarks, and exceed the state of the art for all
methods on these benchmarks",8,2018-01-01 00:00:00
161,"In this work, we define a new pilgrims face recognition dataset, called HUFRD
dataset. The new developed dataset presents various pilgrims' images taken from
outside the Holy Masjid El-Harram in Makkah during the 2011-2012 Hajj and Umrah
seasons. Such dataset will be used to test our developed facial recognition and
detection algorithms, as well as assess in the missing and found recognition
system \cite{crowdsensing}",11,2012-12-29 00:00:00
162,"Deep networks trained on millions of facial images are believed to be closely
approaching human-level performance in face recognition. However, open world
face recognition still remains a challenge. Although, 3D face recognition has
an inherent edge over its 2D counterpart, it has not benefited from the recent
developments in deep learning due to the unavailability of large training as
well as large test datasets. Recognition accuracies have already saturated on
existing 3D face datasets due to their small gallery sizes. Unlike 2D
photographs, 3D facial scans cannot be sourced from the web causing a
bottleneck in the development of deep 3D face recognition networks and
datasets. In this backdrop, we propose a method for generating a large corpus
of labeled 3D face identities and their multiple instances for training and a
protocol for merging the most challenging existing 3D datasets for testing. We
also propose the first deep CNN model designed specifically for 3D face
recognition and trained on 3.1 Million 3D facial scans of 100K identities. Our
test dataset comprises 1,853 identities with a single 3D scan in the gallery
and another 31K scans as probes, which is several orders of magnitude larger
than existing ones. Without fine tuning on this dataset, our network already
outperforms state of the art face recognition by over 10%. We fine tune our
network on the gallery set to perform end-to-end large scale 3D face
recognition which further improves accuracy. Finally, we show the efficacy of
our method for the open world face recognition problem",8,2018-07-05 01:00:00
163,"The main finding of this work is that the standard image classification
pipeline, which consists of dictionary learning, feature encoding, spatial
pyramid pooling and linear classification, outperforms all state-of-the-art
face recognition methods on the tested benchmark datasets (we have tested on
AR, Extended Yale B, the challenging FERET, and LFW-a datasets). This
surprising and prominent result suggests that those advances in generic image
classification can be directly applied to improve face recognition systems. In
other words, face recognition may not need to be viewed as a separate object
classification problem.
  While recently a large body of residual based face recognition methods focus
on developing complex dictionary learning algorithms, in this work we show that
a dictionary of randomly extracted patches (even from non-face images) can
achieve very promising results using the image classification pipeline. That
means, the choice of dictionary learning methods may not be important. Instead,
we find that learning multiple dictionaries using different low-level image
features often improve the final classification accuracy. Our proposed face
recognition approach offers the best reported results on the widely-used face
recognition benchmark datasets. In particular, on the challenging FERET and
LFW-a datasets, we improve the best reported accuracies in the literature by
about 20% and 30% respectively",8,2013-09-29 01:00:00
164,"Developing a reliable and practical face recognition system is a
long-standing goal in computer vision research. Existing literature suggests
that pixel-wise face alignment is the key to achieve high-accuracy face
recognition. By assuming a human face as piece-wise planar surfaces, where each
surface corresponds to a facial part, we develop in this paper a Constrained
Part-based Alignment (CPA) algorithm for face recognition across pose and/or
expression. Our proposed algorithm is based on a trainable CPA model, which
learns appearance evidence of individual parts and a tree-structured shape
configuration among different parts. Given a probe face, CPA simultaneously
aligns all its parts by fitting them to the appearance evidence with
consideration of the constraint from the tree-structured shape configuration.
This objective is formulated as a norm minimization problem regularized by
graph likelihoods. CPA can be easily integrated with many existing classifiers
to perform part-based face recognition. Extensive experiments on benchmark face
datasets show that CPA outperforms or is on par with existing methods for
robust face recognition across pose, expression, and/or illumination changes",11,2015-01-20 00:00:00
165,"Heterogeneous face recognition (HFR) refers to matching face images acquired
from different sources (i.e., different sensors or different wavelengths) for
identification. HFR plays an important role in both biometrics research and
industry. In spite of promising progresses achieved in recent years, HFR is
still a challenging problem due to the difficulty to represent two
heterogeneous images in a homogeneous manner. Existing HFR methods either
represent an image ignoring the spatial information, or rely on a
transformation procedure which complicates the recognition task. Considering
these problems, we propose a novel graphical representation based HFR method
(G-HFR) in this paper. Markov networks are employed to represent heterogeneous
image patches separately, which takes the spatial compatibility between
neighboring image patches into consideration. A coupled representation
similarity metric (CRSM) is designed to measure the similarity between obtained
graphical representations. Extensive experiments conducted on multiple HFR
scenarios (viewed sketch, forensic sketch, near infrared image, and thermal
infrared image) show that the proposed method outperforms state-of-the-art
methods",8,2016-03-14 00:00:00
166,"We present a longitudinal study of face recognition performance on Children
Longitudinal Face (CLF) dataset containing 3,682 face images of 919 subjects,
in the age group [2, 18] years. Each subject has at least four face images
acquired over a time span of up to six years. Face comparison scores are
obtained from (i) a state-of-the-art COTS matcher (COTS-A), (ii) an open-source
matcher (FaceNet), and (iii) a simple sum fusion of scores obtained from COTS-A
and FaceNet matchers. To improve the performance of the open-source FaceNet
matcher for child face recognition, we were able to fine-tune it on an
independent training set of 3,294 face images of 1,119 children in the age
group [3, 18] years. Multilevel statistical models are fit to genuine
comparison scores from the CLF dataset to determine the decrease in face
recognition accuracy over time. Additionally, we analyze both the verification
and open-set identification accuracies in order to evaluate state-of-the-art
face recognition technology for tracing and identifying children lost at a
young age as victims of child trafficking or abduction",8,2017-11-10 00:00:00
167,"The objective of this paper is to learn a compact representation of image
sets for template-based face recognition. We make the following contributions:
first, we propose a network architecture which aggregates and embeds the face
descriptors produced by deep convolutional neural networks into a compact
fixed-length representation. This compact representation requires minimal
memory storage and enables efficient similarity computation. Second, we propose
a novel GhostVLAD layer that includes {\em ghost clusters}, that do not
contribute to the aggregation. We show that a quality weighting on the input
faces emerges automatically such that informative images contribute more than
those with low quality, and that the ghost clusters enhance the network's
ability to deal with poor quality images. Third, we explore how input feature
dimension, number of clusters and different training techniques affect the
recognition performance. Given this analysis, we train a network that far
exceeds the state-of-the-art on the IJB-B face recognition dataset. This is
currently one of the most challenging public benchmarks, and we surpass the
state-of-the-art on both the identification and verification protocols",8,2018-10-23 01:00:00
168,"Most of the face recognition works focus on specific modules or demonstrate a
research idea. This paper presents a pose-invariant 3D-aided 2D face
recognition system (UR2D) that is robust to pose variations as large as 90? by
leveraging deep learning technology. The architecture and the interface of UR2D
are described, and each module is introduced in detail. Extensive experiments
are conducted on the UHDB31 and IJB-A, demonstrating that UR2D outperforms
existing 2D face recognition systems such as VGG-Face, FaceNet, and a
commercial off-the-shelf software (COTS) by at least 9% on the UHDB31 dataset
and 3% on the IJB-A dataset on average in face identification tasks. UR2D also
achieves state-of-the-art performance of 85% on the IJB-A dataset by comparing
the Rank-1 accuracy score from template matching. It fills a gap by providing a
3D-aided 2D face recognition system that has compatible results with 2D face
recognition systems using deep learning techniques",11,2017-09-19 01:00:00
169,"We propose a novel 3D face recognition algorithm using a deep convolutional
neural network (DCNN) and a 3D augmentation technique. The performance of 2D
face recognition algorithms has significantly increased by leveraging the
representational power of deep neural networks and the use of large-scale
labeled training data. As opposed to 2D face recognition, training
discriminative deep features for 3D face recognition is very difficult due to
the lack of large-scale 3D face datasets. In this paper, we show that transfer
learning from a CNN trained on 2D face images can effectively work for 3D face
recognition by fine-tuning the CNN with a relatively small number of 3D facial
scans. We also propose a 3D face augmentation technique which synthesizes a
number of different facial expressions from a single 3D face scan. Our proposed
method shows excellent recognition results on Bosphorus, BU-3DFE, and 3D-TEC
datasets, without using hand-crafted features. The 3D identification using our
deep features also scales well for large databases",8,2017-03-30 00:00:00
170,"Face recognition has been studied extensively; however, real-world face recognition still remains a challenging task. The demand for unconstrained practical face recognition is rising with the explosion of online multimedia such as social networks, and video surveillance footage where face analysis is of significant importance. In this paper, we approach face recognition in the context of graph theory. We recognize an unknown face using an external reference face graph (RFG). An RFG is generated and recognition of a given face is achieved by comparing it to the faces in the constructed RFG. Centrality measures are utilized to identify distinctive faces in the reference face graph. The proposed RFG-based face recognition algorithm is robust to the changes in pose and it is also alignment free. The RFG recognition is used in conjunction with DCT locality sensitive hashing for efficient retrieval to ensure scalability. Experiments are conducted on several publicly available databases and the results show that the proposed approach outperforms the state-of-the-art methods without any preprocessing necessities such as face alignment. Due to the richness in the reference set construction, the proposed method can also handle illumination and expression variation",11,2014-12-01 00:00:00
171,"Convolutional neural networks (CNNs) have achieved a great success in face
recognition, which unfortunately comes at the cost of massive computation and
storage consumption. Many compact face recognition networks are thus proposed
to resolve this problem. Triplet loss is effective to further improve the
performance of those compact models. However, it normally employs a fixed
margin to all the samples, which neglects the informative similarity structures
between different identities. In this paper, we propose an enhanced version of
triplet loss, named triplet distillation, which exploits the capability of a
teacher model to transfer the similarity information to a small model by
adaptively varying the margin between positive and negative pairs. Experiments
on LFW, AgeDB, and CPLFW datasets show the merits of our method compared to the
original triplet loss",11,2019-05-19 01:00:00
172,"Eigenvalues of sample covariance matrices are often used in biometrics. It has been known for several decades that even though the sample covariance matrix is an unbiased estimate of the real covariance matrix [Fukunaga,1990], the eigenvalues of the sample covariance matrix are biased estimates of the real eigenvalues [Silverstein,1986]. This bias is particularly dominant when the number of samples used for estimation is in the same order as the number of dimensions, as is often the case in biometrics. We investigate the effects of this bias on error rates in verification experiments and show that eigenvalue correction can improve recognition performance",8,2008-01-01 00:00:00
173,"Good registration (alignment to a reference) is essential for accurate face recognition. We use the locations of facial features (eyes, nose, mouth, etc) as landmarks for registration. Two landmarking methods are explored and compared: (1) the Most Likely-Landmark Locator (MLLL), based on maximizing the likelihood ratio [1], and (2) Viola-Jones detection [2]. Further, a landmark-correction method based on projection into a subspace is introduced. Both landmarking methods have been trained on the landmarked images in the BioID database [3]. The MLLL has been trained for locating 17 landmarks and the Viola-Jones method for 5 landmarks. The localization error and effects on the equal-error rate (EER) have been measured. In these experiments ground- truth data has been used as a reference. The results are described as follows:\ud
1. The localization errors obtained on the FRGC database are 4.2, 8.6 and 4.6 pixels for the Viola-Jones, the MLLL, and the MLLL after landmark correction, respectively. The inter-eye distance of the reference face is 100 pixels. The MLLL with landmark correction scores best in the verification experiment.\ud
2. Using more landmarks decreases the average localization error and the EER",1,2005-01-01 00:00:00
174,"In this paper we develop a Quality Assessment approach for face recognition
based on deep learning. The method consists of a Convolutional Neural Network,
FaceQnet, that is used to predict the suitability of a specific input image for
face recognition purposes. The training of FaceQnet is done using the VGGFace2
database. We employ the BioLab-ICAO framework for labeling the VGGFace2 images
with quality information related to their ICAO compliance level. The
groundtruth quality labels are obtained using FaceNet to generate comparison
scores. We employ the groundtruth data to fine-tune a ResNet-based CNN, making
it capable of returning a numerical quality measure for each input image.
Finally, we verify if the FaceQnet scores are suitable to predict the expected
performance when employing a specific image for face recognition with a COTS
face recognition system. Several conclusions can be drawn from this work, most
notably: 1) we managed to employ an existing ICAO compliance framework and a
pretrained CNN to automatically label data with quality information, 2) we
trained FaceQnet for quality estimation by fine-tuning a pre-trained face
recognition network (ResNet-50), and 3) we have shown that the predictions from
FaceQnet are highly correlated with the face recognition accuracy of a
state-of-the-art commercial system not used during development. FaceQnet is
publicly available in GitHub",8,2019-04-04 01:00:00
175,"Deep learning, in particular Convolutional Neural Network (CNN), has achieved
promising results in face recognition recently. However, it remains an open
question: why CNNs work well and how to design a 'good' architecture. The
existing works tend to focus on reporting CNN architectures that work well for
face recognition rather than investigate the reason. In this work, we conduct
an extensive evaluation of CNN-based face recognition systems (CNN-FRS) on a
common ground to make our work easily reproducible. Specifically, we use public
database LFW (Labeled Faces in the Wild) to train CNNs, unlike most existing
CNNs trained on private databases. We propose three CNN architectures which are
the first reported architectures trained using LFW data. This paper
quantitatively compares the architectures of CNNs and evaluate the effect of
different implementation choices. We identify several useful properties of
CNN-FRS. For instance, the dimensionality of the learned features can be
significantly reduced without adverse effect on face recognition accuracy. In
addition, traditional metric learning method exploiting CNN-learned features is
evaluated. Experiments show two crucial factors to good CNN-FRS performance are
the fusion of multiple CNNs and metric learning. To make our work reproducible,
source code and models will be made publicly available",8,2015-04-09 01:00:00
176,"Good registration (alignment to a reference) is essential for accurate face recognition. The effects of the number of landmarks on the mean localization error and the recognition performance are studied. Two landmarking methods are explored and compared for that purpose: (1) the most likely-landmark locator (MLLL), based on maximizing the likelihood ratio, and (2) Viola-Jones detection. Both use the locations of facial features (eyes, nose, mouth, etc) as landmarks. Further, a landmark-correction method (BILBO) based on projection into a subspace is introduced. The MLLL has been trained for locating 17 landmarks and the Viola-Jones method for 5. The mean localization errors and effects on the verification performance have been measured. It was found that on the eyes, the Viola-Jones detector is about 1% of the interocular distance more accurate than the MLLL-BILBO combination. On the nose and mouth, the MLLL-BILBO combination is about 0.5% of the inter-ocular distance more accurate than the Viola-Jones detector. Using more landmarks will result in lower equal-error rates, even when the landmarking is not so accurate. If the same landmarks are used, the most accurate landmarking method gives the best verification performance",1,2006-01-01 00:00:00
177,This paper investigates the performance degradation of facial recognition systems due to the influence of age. A comparative analysis of verification performance is conducted for four subspace projection techniques combined with four different distance metrics. The experimental results based on a subset of the MORPH-II database show that the choice of subspace projection technique and associated distance metric can have a significant impact on the performance of the face recognition system for particular age groups,8,2013-09-01 00:00:00
